Name,RegisterNumber,Department,UserType,InTime,OutTime,Semester,BookName,BookTakenDate,BookReturnDate,BookAuthor,BookID,BookShelf,BookCategory,BalanceBookAvailability
User0548,REG745601,AI&DS,Teacher,11:07,12:15,VII,The Lord of the Rings,23-07-2024,26-07-2024,J.R.R. Tolkien,BID3540,Shelf-1,Science,9
User0549,REG492078,MECH,Student,12:03,12:16,VII,Brave New World,17-03-2023,20-03-2023,Aldous Huxley,BID7629,Shelf-13,Reference,0
User0550,REG721658,CSE,Teacher,16:45,11:35,IV,Alice's Adventures in Wonderland,10-09-2024,14-09-2024,Lewis Carroll,BID8686,Shelf-1,Technology,0
User0551,REG769099,CIVIL,Teacher,14:57,09:24,VIII,The Lord of the Rings,11-10-2023,13-10-2023,J.R.R. Tolkien,BID1819,Shelf-15,History,3
User0552,REG303497,ECE,Student,12:46,08:17,I,Great Expectations,29-12-2024,09-01-2025,Charles Dickens,BID1696,Shelf-16,Technology,3
User0553,REG992983,ECE,Teacher,09:50,15:02,VI,War and Peace,02-06-2024,12-06-2024,Leo Tolstoy,BID7998,Shelf-19,Education,0
User0554,REG403349,IT,Student,09:03,09:18,I,1984,26-09-2024,27-09-2024,George Orwell,BID6451,Shelf-10,Science,9
User0555,REG500321,IT,Teacher,13:12,14:31,III,The Alchemist,28-01-2023,06-02-2023,Paulo Coelho,BID6500,Shelf-5,General,1
User0556,REG580121,IT,Student,12:15,13:29,II,Moby-Dick,08-11-2024,,Herman Melville,BID8687,Shelf-6,Science,0
User0557,REG665577,ECE,Teacher,08:11,16:50,VII,Moby-Dick,26-09-2024,28-09-2024,Herman Melville,BID2032,Shelf-12,History,9
User0558,REG476205,ECE,Teacher,11:05,13:00,I,The Hobbit,16-01-2024,19-01-2024,J.R.R. Tolkien,BID2453,Shelf-19,History,3
User0559,REG792739,CIVIL,Student,13:23,15:38,IV,The Alchemist,26-12-2023,13-01-2024,Paulo Coelho,BID2222,Shelf-7,Reference,7
User0560,REG394681,AI&DS,Teacher,14:01,16:24,VII,Animal Farm,13-07-2024,31-07-2024,George Orwell,BID3189,Shelf-4,Reference,4
User0561,REG282071,IT,Student,16:33,14:06,II,Animal Farm,01-05-2023,15-05-2023,George Orwell,BID7992,Shelf-13,Reference,5
User0562,REG338609,ECE,Teacher,09:05,09:23,VIII,Animal Farm,18-02-2024,21-02-2024,George Orwell,BID2134,Shelf-7,General,6
User0563,REG383972,ECE,Teacher,10:29,08:57,IV,The Adventures of Tom Sawyer,11-05-2024,25-05-2024,Mark Twain,BID5320,Shelf-11,Reference,2
User0564,REG372815,MBA,Teacher,08:11,13:29,IV,To Kill a Mockingbird,07-07-2024,,Harper Lee,BID3127,Shelf-17,Fiction,6
User0565,REG816159,MBA,Teacher,08:57,17:59,VII,Brave New World,16-04-2023,29-04-2023,Aldous Huxley,BID6440,Shelf-13,Reference,5
User0566,REG757830,CSE,Teacher,09:01,11:24,III,The Lord of the Rings,25-10-2024,06-11-2024,J.R.R. Tolkien,BID4818,Shelf-5,Reference,9
User0567,REG635170,IT,Teacher,12:09,09:06,II,The Catcher in the Rye,28-04-2024,16-05-2024,J.D. Salinger,BID8345,Shelf-5,Technology,7
User0568,REG838636,IT,Student,08:49,15:38,V,To Kill a Mockingbird,15-12-2024,03-01-2025,Harper Lee,BID3333,Shelf-6,Science,4
User0569,REG863843,IT,Teacher,16:48,11:17,V,Brave New World,09-05-2023,10-05-2023,Aldous Huxley,BID5811,Shelf-2,Reference,4
User0570,REG626985,CIVIL,Student,16:10,14:31,VII,Animal Farm,18-06-2024,,George Orwell,BID1945,Shelf-14,Education,3
User0571,REG977158,MBA,Teacher,16:08,14:22,VII,Pride and Prejudice,10-04-2023,29-04-2023,Jane Austen,BID7685,Shelf-9,Education,8
User0572,REG509308,IT,Teacher,11:11,17:53,I,The Adventures of Tom Sawyer,13-04-2024,17-04-2024,Mark Twain,BID3386,Shelf-5,Technology,8
User0573,REG541839,AI&DS,Student,14:56,17:22,V,Brave New World,01-12-2024,12-12-2024,Aldous Huxley,BID3243,Shelf-6,General,3
User0574,REG988511,CIVIL,Teacher,10:53,15:45,I,1984,17-01-2023,23-01-2023,George Orwell,BID2957,Shelf-11,Science,9
User0575,REG994141,MECH,Teacher,16:15,10:46,I,The Hobbit,19-02-2024,23-02-2024,J.R.R. Tolkien,BID6390,Shelf-1,Fiction,9
User0576,REG830363,ECE,Student,11:55,14:45,III,1984,21-11-2023,01-12-2023,George Orwell,BID2115,Shelf-8,Technology,9
User0577,REG654050,AI&DS,Student,14:46,16:12,V,Alice's Adventures in Wonderland,06-09-2024,,Lewis Carroll,BID8116,Shelf-14,Comics,7
User0578,REG433666,MBA,Student,17:14,15:03,VIII,Animal Farm,11-11-2023,24-11-2023,George Orwell,BID5132,Shelf-4,Technology,0
User0579,REG801361,CIVIL,Teacher,12:03,09:23,II,The Alchemist,18-10-2024,23-10-2024,Paulo Coelho,BID7205,Shelf-11,Comics,1
User0580,REG927668,AI&DS,Student,15:33,11:20,I,The Catcher in the Rye,25-07-2024,05-08-2024,J.D. Salinger,BID1384,Shelf-11,Science,4
User0581,REG466962,MBA,Student,10:52,11:24,III,Brave New World,02-02-2023,13-02-2023,Aldous Huxley,BID3095,Shelf-14,Comics,2
User0582,REG234390,ECE,Student,12:14,16:54,IV,Treasure Island,31-05-2023,20-06-2023,Robert Louis Stevenson,BID6560,Shelf-13,Fiction,5
User0583,REG599098,EEE,Teacher,13:48,08:08,II,Great Expectations,18-01-2024,29-01-2024,Charles Dickens,BID6408,Shelf-4,Technology,0
User0584,REG153009,ECE,Teacher,15:42,17:28,I,Treasure Island,07-07-2023,26-07-2023,Robert Louis Stevenson,BID1600,Shelf-11,Education,0
User0585,REG774216,MBA,Student,15:11,13:51,III,Moby-Dick,28-12-2023,13-01-2024,Herman Melville,BID5362,Shelf-2,History,8
User0586,REG569913,ECE,Student,11:08,10:58,VI,The Lord of the Rings,17-11-2024,26-11-2024,J.R.R. Tolkien,BID2318,Shelf-17,History,1
User0587,REG764378,IT,Student,11:15,16:30,VI,The Alchemist,22-02-2024,04-03-2024,Paulo Coelho,BID7018,Shelf-12,Science,3
User0588,REG591194,ECE,Student,14:23,13:31,VII,The Alchemist,18-11-2023,20-11-2023,Paulo Coelho,BID3324,Shelf-10,General,5
User0589,REG275726,MBA,Student,16:57,13:06,I,Pride and Prejudice,28-08-2024,30-08-2024,Jane Austen,BID8067,Shelf-9,Comics,9
User0590,REG464519,IT,Teacher,12:20,12:45,VIII,The Catcher in the Rye,17-01-2024,05-02-2024,J.D. Salinger,BID4754,Shelf-12,Education,2
User0591,REG463439,CIVIL,Student,17:30,17:44,IV,Treasure Island,13-03-2023,,Robert Louis Stevenson,BID4681,Shelf-10,General,5
User0592,REG221384,MBA,Teacher,10:33,13:48,II,Pride and Prejudice,20-03-2023,21-03-2023,Jane Austen,BID3207,Shelf-5,Education,5
User0593,REG564240,CIVIL,Student,14:15,12:38,I,Animal Farm,29-09-2024,,George Orwell,BID4332,Shelf-13,Fiction,6
User0594,REG122039,CSE,Teacher,08:05,14:47,V,The Lord of the Rings,06-01-2023,15-01-2023,J.R.R. Tolkien,BID7332,Shelf-8,Technology,7
User0595,REG727213,MECH,Student,17:26,16:20,I,Brave New World,13-05-2023,26-05-2023,Aldous Huxley,BID5732,Shelf-7,Technology,7
User0596,REG278262,EEE,Student,15:03,12:10,IV,Alice's Adventures in Wonderland,28-08-2024,,Lewis Carroll,BID9532,Shelf-4,Technology,5
User0597,REG649301,MBA,Teacher,09:34,08:21,VII,1984,03-09-2024,10-09-2024,George Orwell,BID3596,Shelf-8,General,2
User0598,REG948644,CIVIL,Teacher,09:35,08:45,VI,War and Peace,08-01-2023,19-01-2023,Leo Tolstoy,BID6827,Shelf-16,Technology,1
User0599,REG181701,IT,Teacher,08:49,13:20,VII,Moby-Dick,06-10-2023,23-10-2023,Herman Melville,BID6594,Shelf-15,General,9
User0600,REG234959,IT,Student,09:17,10:51,VI,The Hobbit,28-11-2024,,J.R.R. Tolkien,BID9255,Shelf-7,Reference,0
User0601,REG493667,CSE,Teacher,14:28,16:01,IV,1984,26-11-2024,03-12-2024,George Orwell,BID4333,Shelf-1,Science,10
User0602,REG810955,CSE,Teacher,13:35,17:34,IV,The Adventures of Tom Sawyer,21-06-2024,04-07-2024,Mark Twain,BID5061,Shelf-16,Comics,0
User0603,REG846336,CSE,Teacher,12:42,14:11,II,Treasure Island,19-10-2024,27-10-2024,Robert Louis Stevenson,BID1070,Shelf-4,Comics,4
User0604,REG801514,MECH,Student,09:30,13:07,I,The Hobbit,02-03-2023,03-03-2023,J.R.R. Tolkien,BID1941,Shelf-12,Reference,1
User0605,REG765531,EEE,Teacher,16:03,14:19,I,Animal Farm,29-04-2023,09-05-2023,George Orwell,BID8514,Shelf-8,Comics,8
User0606,REG770783,IT,Teacher,14:52,08:51,VIII,Brave New World,24-02-2024,14-03-2024,Aldous Huxley,BID6448,Shelf-13,History,10
User0607,REG651060,AI&DS,Teacher,08:39,15:50,I,The Alchemist,03-03-2024,,Paulo Coelho,BID2385,Shelf-13,Comics,0
User0608,REG384567,MECH,Student,08:28,15:41,IV,Animal Farm,04-09-2024,16-09-2024,George Orwell,BID2429,Shelf-17,Education,10
User0609,REG500654,AI&DS,Student,09:38,10:36,VIII,The Adventures of Tom Sawyer,24-01-2023,11-02-2023,Mark Twain,BID6806,Shelf-3,Reference,4
User0610,REG199975,MECH,Teacher,08:38,13:35,II,To Kill a Mockingbird,23-07-2024,27-07-2024,Harper Lee,BID5879,Shelf-11,Education,6
User0611,REG513945,EEE,Student,13:49,15:15,VI,Brave New World,08-11-2024,15-11-2024,Aldous Huxley,BID6785,Shelf-14,History,6
User0612,REG671884,MBA,Student,17:40,14:34,V,To Kill a Mockingbird,24-12-2024,,Harper Lee,BID8563,Shelf-15,Education,10
User0613,REG913735,MECH,Student,12:23,13:29,VIII,Treasure Island,21-12-2023,06-01-2024,Robert Louis Stevenson,BID6234,Shelf-15,Reference,1
User0614,REG815981,EEE,Student,11:27,08:31,II,The Alchemist,22-09-2024,05-10-2024,Paulo Coelho,BID1485,Shelf-16,General,5
User0615,REG867666,EEE,Teacher,09:24,17:07,II,1984,13-03-2023,20-03-2023,George Orwell,BID4851,Shelf-15,Comics,3
User0616,REG703609,CIVIL,Student,14:34,14:19,VII,Animal Farm,08-06-2024,18-06-2024,George Orwell,BID1844,Shelf-14,Fiction,4
User0617,REG858641,ECE,Student,09:22,13:43,III,Moby-Dick,09-03-2024,19-03-2024,Herman Melville,BID7023,Shelf-10,History,1
User0618,REG247064,ECE,Teacher,15:48,17:04,III,The Alchemist,06-11-2024,17-11-2024,Paulo Coelho,BID3210,Shelf-17,Reference,9
User0619,REG185993,CSE,Teacher,14:51,16:30,V,Brave New World,20-10-2023,07-11-2023,Aldous Huxley,BID7504,Shelf-19,Reference,8
User0620,REG892609,CSE,Student,15:45,14:25,VI,War and Peace,06-04-2023,23-04-2023,Leo Tolstoy,BID2372,Shelf-20,Technology,0
User0621,REG445788,MECH,Teacher,12:33,12:06,V,The Lord of the Rings,03-08-2024,09-08-2024,J.R.R. Tolkien,BID6206,Shelf-14,Fiction,9
User0622,REG622129,MECH,Student,15:25,10:12,I,Treasure Island,10-03-2023,27-03-2023,Robert Louis Stevenson,BID4367,Shelf-17,Technology,3
User0623,REG124576,ECE,Student,14:43,17:00,II,Moby-Dick,20-01-2023,07-02-2023,Herman Melville,BID6219,Shelf-3,General,1
User0624,REG790763,CIVIL,Student,10:03,14:20,I,Great Expectations,28-02-2024,18-03-2024,Charles Dickens,BID7146,Shelf-19,History,7
User0625,REG611331,CSE,Student,11:42,08:10,III,Moby-Dick,05-02-2023,12-02-2023,Herman Melville,BID8251,Shelf-20,Reference,10
User0626,REG463987,CSE,Teacher,12:26,09:52,III,Alice's Adventures in Wonderland,26-07-2024,01-08-2024,Lewis Carroll,BID5736,Shelf-15,General,5
User0627,REG689295,CIVIL,Teacher,15:43,15:33,V,The Lord of the Rings,30-08-2023,13-09-2023,J.R.R. Tolkien,BID9186,Shelf-13,Science,2
User0628,REG626918,AI&DS,Student,15:48,13:09,VII,To Kill a Mockingbird,17-11-2024,21-11-2024,Harper Lee,BID5443,Shelf-18,General,5
User0629,REG741234,CIVIL,Teacher,13:22,14:13,IV,The Hobbit,03-02-2024,14-02-2024,J.R.R. Tolkien,BID1523,Shelf-4,General,10
User0630,REG363976,MECH,Student,15:29,10:07,VII,Moby-Dick,17-11-2023,30-11-2023,Herman Melville,BID2735,Shelf-19,Comics,3
User0631,REG540232,MBA,Teacher,15:53,08:02,IV,The Hobbit,07-09-2023,22-09-2023,J.R.R. Tolkien,BID1626,Shelf-3,Comics,6
User0632,REG491934,MBA,Teacher,17:54,11:36,III,Brave New World,09-05-2024,10-05-2024,Aldous Huxley,BID1696,Shelf-6,Technology,0
User0633,REG265809,CIVIL,Student,13:08,15:45,I,Treasure Island,23-11-2024,05-12-2024,Robert Louis Stevenson,BID7288,Shelf-3,History,0
User0634,REG455500,MECH,Student,11:09,14:19,VI,Treasure Island,17-01-2023,01-02-2023,Robert Louis Stevenson,BID4363,Shelf-12,Reference,7
User0635,REG657026,AI&DS,Teacher,11:19,17:49,VII,War and Peace,09-07-2023,,Leo Tolstoy,BID9694,Shelf-5,History,3
User0636,REG373494,EEE,Teacher,16:55,11:10,VIII,The Catcher in the Rye,21-04-2023,,J.D. Salinger,BID5326,Shelf-2,Technology,5
User0637,REG375312,ECE,Teacher,08:20,11:49,III,1984,26-08-2023,06-09-2023,George Orwell,BID9249,Shelf-7,Fiction,6
User0638,REG888229,MECH,Teacher,13:35,13:26,VI,Pride and Prejudice,22-05-2023,24-05-2023,Jane Austen,BID6610,Shelf-9,History,6
User0639,REG877586,CIVIL,Student,08:03,15:33,VI,Great Expectations,22-01-2024,31-01-2024,Charles Dickens,BID7360,Shelf-3,Science,5
User0640,REG271929,CIVIL,Teacher,15:18,12:09,II,The Lord of the Rings,19-11-2024,01-12-2024,J.R.R. Tolkien,BID4003,Shelf-12,Comics,3
User0641,REG154715,MECH,Student,15:32,10:51,VIII,Moby-Dick,02-09-2023,16-09-2023,Herman Melville,BID4344,Shelf-8,Technology,8
User0642,REG486278,EEE,Teacher,10:18,10:26,III,The Hobbit,11-12-2023,22-12-2023,J.R.R. Tolkien,BID5988,Shelf-15,Reference,8
User0643,REG829348,CIVIL,Teacher,14:05,08:18,V,To Kill a Mockingbird,28-06-2023,01-07-2023,Harper Lee,BID9105,Shelf-1,Fiction,7
User0644,REG709671,EEE,Teacher,14:16,16:38,III,Pride and Prejudice,26-06-2023,01-07-2023,Jane Austen,BID2850,Shelf-18,Fiction,9
User0645,REG502546,MECH,Student,08:31,17:35,I,The Lord of the Rings,25-08-2024,01-09-2024,J.R.R. Tolkien,BID3332,Shelf-19,Science,7
User0646,REG535440,EEE,Student,12:14,09:15,III,Moby-Dick,23-06-2024,28-06-2024,Herman Melville,BID7463,Shelf-14,Fiction,9
User0647,REG175519,AI&DS,Teacher,17:38,12:03,II,The Adventures of Tom Sawyer,17-04-2023,28-04-2023,Mark Twain,BID9089,Shelf-5,Comics,1
User0648,REG293925,MECH,Teacher,09:47,17:28,VIII,1984,29-11-2024,14-12-2024,George Orwell,BID4274,Shelf-17,Reference,9
User0649,REG534232,IT,Student,11:22,12:58,III,Treasure Island,22-12-2023,10-01-2024,Robert Louis Stevenson,BID1285,Shelf-12,Science,7
User0650,REG973313,CSE,Teacher,09:42,13:49,III,Moby-Dick,22-12-2023,26-12-2023,Herman Melville,BID9403,Shelf-14,Technology,7
User0651,REG793964,AI&DS,Teacher,08:36,08:02,VII,1984,01-02-2023,08-02-2023,George Orwell,BID9420,Shelf-13,Comics,8
User0652,REG556719,EEE,Student,09:35,17:46,V,Pride and Prejudice,02-08-2023,13-08-2023,Jane Austen,BID4975,Shelf-14,Reference,8
User0653,REG430932,ECE,Student,16:24,14:53,VIII,The Adventures of Tom Sawyer,27-04-2023,13-05-2023,Mark Twain,BID2358,Shelf-2,Comics,9
User0654,REG839023,MBA,Student,12:42,15:40,VI,The Catcher in the Rye,11-12-2024,26-12-2024,J.D. Salinger,BID7129,Shelf-14,Education,9
User0655,REG143122,ECE,Student,10:16,14:18,VI,The Lord of the Rings,26-03-2024,09-04-2024,J.R.R. Tolkien,BID1989,Shelf-7,Education,3
User0656,REG947028,EEE,Teacher,09:27,15:30,VI,The Adventures of Tom Sawyer,16-06-2023,24-06-2023,Mark Twain,BID7980,Shelf-19,Science,3
User0657,REG149696,EEE,Teacher,14:44,09:47,V,War and Peace,22-08-2023,01-09-2023,Leo Tolstoy,BID4320,Shelf-12,History,6
User0658,REG984357,IT,Student,15:22,10:24,IV,Alice's Adventures in Wonderland,21-01-2023,28-01-2023,Lewis Carroll,BID2959,Shelf-4,Comics,10
User0659,REG967335,IT,Teacher,11:11,10:21,IV,To Kill a Mockingbird,19-11-2023,05-12-2023,Harper Lee,BID9374,Shelf-6,Fiction,7
User0660,REG244053,AI&DS,Student,10:52,08:46,IV,The Lord of the Rings,09-12-2023,16-12-2023,J.R.R. Tolkien,BID4025,Shelf-20,Fiction,6
User0661,REG983147,CIVIL,Teacher,11:58,15:17,VIII,War and Peace,08-01-2023,10-01-2023,Leo Tolstoy,BID5519,Shelf-18,Reference,1
User0662,REG487299,MBA,Teacher,10:37,17:48,VIII,Alice's Adventures in Wonderland,02-12-2023,,Lewis Carroll,BID2792,Shelf-4,Reference,6
User0663,REG813076,IT,Teacher,09:12,10:11,VII,Animal Farm,13-02-2024,02-03-2024,George Orwell,BID9982,Shelf-15,Fiction,8
User0664,REG891777,CSE,Teacher,09:36,16:41,VIII,Moby-Dick,18-02-2023,19-02-2023,Herman Melville,BID7392,Shelf-16,Technology,1
User0665,REG575001,EEE,Student,14:49,12:04,VI,The Alchemist,10-01-2023,20-01-2023,Paulo Coelho,BID1357,Shelf-17,Science,2
User0666,REG609044,IT,Student,13:12,10:48,III,The Catcher in the Rye,25-01-2023,,J.D. Salinger,BID2530,Shelf-10,Science,4
User0667,REG601417,MECH,Student,17:05,15:41,VI,To Kill a Mockingbird,13-07-2024,18-07-2024,Harper Lee,BID7579,Shelf-3,Science,3
User0668,REG874833,CSE,Student,15:22,14:29,IV,Animal Farm,12-08-2023,24-08-2023,George Orwell,BID1716,Shelf-6,History,5
User0669,REG627255,ECE,Teacher,16:36,17:02,I,1984,16-01-2023,17-01-2023,George Orwell,BID8860,Shelf-1,Comics,4
User0670,REG699556,MBA,Teacher,08:16,10:48,II,Treasure Island,01-06-2023,04-06-2023,Robert Louis Stevenson,BID4331,Shelf-20,History,7
User0671,REG735459,AI&DS,Student,09:32,08:58,V,The Adventures of Tom Sawyer,14-03-2024,24-03-2024,Mark Twain,BID3045,Shelf-1,Comics,4
User0672,REG232669,EEE,Student,09:42,16:37,VII,Treasure Island,12-01-2024,31-01-2024,Robert Louis Stevenson,BID6440,Shelf-5,Technology,6
User0673,REG985255,MBA,Student,14:19,17:07,VI,Pride and Prejudice,04-03-2023,,Jane Austen,BID9732,Shelf-1,Fiction,7
User0674,REG484338,IT,Student,12:18,15:37,VIII,The Catcher in the Rye,02-05-2024,11-05-2024,J.D. Salinger,BID4570,Shelf-11,Fiction,0
User0675,REG299478,ECE,Teacher,11:11,14:08,VIII,Moby-Dick,30-10-2023,09-11-2023,Herman Melville,BID3559,Shelf-9,Science,0
User0676,REG844509,EEE,Teacher,12:57,11:37,II,The Adventures of Tom Sawyer,06-12-2024,08-12-2024,Mark Twain,BID4395,Shelf-18,General,0
User0677,REG225108,CIVIL,Student,14:38,12:27,IV,Animal Farm,04-11-2023,11-11-2023,George Orwell,BID6807,Shelf-5,Science,3
User0678,REG251313,IT,Teacher,17:08,11:55,IV,The Hobbit,25-03-2023,,J.R.R. Tolkien,BID4952,Shelf-14,Fiction,2
User0679,REG300579,AI&DS,Teacher,14:16,15:57,VIII,The Alchemist,21-05-2023,02-06-2023,Paulo Coelho,BID7003,Shelf-3,General,3
User0680,REG131960,MECH,Teacher,10:24,08:54,V,Animal Farm,20-05-2023,23-05-2023,George Orwell,BID9556,Shelf-2,Reference,6
User0681,REG687901,IT,Teacher,08:41,12:52,VII,The Hobbit,04-01-2023,23-01-2023,J.R.R. Tolkien,BID5620,Shelf-12,Science,9
User0682,REG834100,MECH,Student,14:42,17:23,II,The Alchemist,17-01-2024,23-01-2024,Paulo Coelho,BID3510,Shelf-19,General,9
User0683,REG599120,ECE,Teacher,11:35,15:26,III,The Adventures of Tom Sawyer,07-02-2024,23-02-2024,Mark Twain,BID5792,Shelf-16,Science,8
User0684,REG795031,EEE,Teacher,13:16,16:12,VI,Alice's Adventures in Wonderland,26-04-2024,01-05-2024,Lewis Carroll,BID7962,Shelf-1,Education,6
User0685,REG783050,IT,Teacher,08:35,11:28,II,1984,10-07-2024,25-07-2024,George Orwell,BID7780,Shelf-2,Technology,3
User0686,REG695899,MBA,Student,13:03,12:11,II,The Catcher in the Rye,09-09-2023,12-09-2023,J.D. Salinger,BID8923,Shelf-1,Fiction,1
User0687,REG191218,MECH,Student,08:44,10:09,IV,Treasure Island,20-08-2024,30-08-2024,Robert Louis Stevenson,BID9710,Shelf-4,Comics,0
User0688,REG122785,CSE,Student,14:34,17:54,VI,Moby-Dick,26-10-2024,06-11-2024,Herman Melville,BID1525,Shelf-3,Comics,6
User0689,REG571365,ECE,Student,12:09,12:33,III,The Alchemist,29-11-2024,,Paulo Coelho,BID2615,Shelf-10,Science,0
User0690,REG567365,ECE,Teacher,10:59,13:08,VI,The Alchemist,22-08-2023,10-09-2023,Paulo Coelho,BID8502,Shelf-5,Science,1
User0691,REG441597,AI&DS,Teacher,10:40,11:16,V,War and Peace,31-01-2024,13-02-2024,Leo Tolstoy,BID8754,Shelf-6,General,0
User0692,REG946763,EEE,Student,09:28,13:49,III,The Alchemist,18-07-2024,29-07-2024,Paulo Coelho,BID8053,Shelf-10,History,0
User0693,REG257764,MBA,Teacher,17:45,16:34,VII,The Catcher in the Rye,13-12-2024,15-12-2024,J.D. Salinger,BID2557,Shelf-1,General,2
User0694,REG185360,IT,Teacher,17:00,14:18,VI,Brave New World,07-11-2023,16-11-2023,Aldous Huxley,BID4439,Shelf-10,History,8
User0695,REG205848,MBA,Teacher,10:26,09:43,V,To Kill a Mockingbird,05-12-2024,09-12-2024,Harper Lee,BID7552,Shelf-2,Comics,6
User0696,REG592393,EEE,Teacher,13:56,15:15,VI,The Catcher in the Rye,07-01-2024,26-01-2024,J.D. Salinger,BID1910,Shelf-13,Comics,2
User0697,REG429519,CSE,Student,17:09,11:00,II,The Hobbit,16-05-2023,01-06-2023,J.R.R. Tolkien,BID6541,Shelf-19,Science,1
User0698,REG191851,CIVIL,Teacher,14:47,11:13,IV,To Kill a Mockingbird,01-10-2023,20-10-2023,Harper Lee,BID6138,Shelf-8,Technology,0
User0699,REG218329,AI&DS,Student,10:04,15:24,VI,Brave New World,18-05-2023,01-06-2023,Aldous Huxley,BID3532,Shelf-1,Comics,0
User0700,REG688662,CSE,Student,15:23,12:22,III,Great Expectations,19-04-2023,02-05-2023,Charles Dickens,BID3098,Shelf-3,General,9
User0701,REG925116,MBA,Teacher,13:54,12:43,VI,The Hobbit,30-01-2023,,J.R.R. Tolkien,BID3401,Shelf-15,Education,3
User0702,REG249594,CIVIL,Student,14:27,17:29,IV,The Alchemist,08-10-2023,17-10-2023,Paulo Coelho,BID7772,Shelf-9,History,6
User0703,REG693364,MBA,Teacher,15:16,14:26,IV,Animal Farm,02-07-2023,20-07-2023,George Orwell,BID3670,Shelf-16,Comics,9
User0704,REG519732,MECH,Teacher,08:59,14:52,VI,Pride and Prejudice,21-07-2023,08-08-2023,Jane Austen,BID6739,Shelf-13,History,8
User0705,REG959546,CSE,Student,08:12,10:17,III,Brave New World,11-03-2023,28-03-2023,Aldous Huxley,BID7998,Shelf-10,Technology,9
User0706,REG909391,IT,Teacher,17:39,17:37,III,Pride and Prejudice,25-01-2024,12-02-2024,Jane Austen,BID7417,Shelf-13,Technology,1
User0707,REG801901,CSE,Student,14:45,10:43,VII,The Alchemist,12-04-2023,,Paulo Coelho,BID7796,Shelf-3,Science,1
User0708,REG695580,AI&DS,Student,13:37,09:06,I,Alice's Adventures in Wonderland,03-06-2023,13-06-2023,Lewis Carroll,BID1070,Shelf-5,General,1
User0709,REG282570,EEE,Teacher,10:36,17:16,V,The Alchemist,20-07-2024,,Paulo Coelho,BID8634,Shelf-2,General,6
User0710,REG351253,ECE,Student,13:38,09:38,IV,The Catcher in the Rye,09-01-2024,12-01-2024,J.D. Salinger,BID3903,Shelf-2,Technology,10
User0711,REG238235,MBA,Teacher,11:32,12:44,V,Pride and Prejudice,07-07-2024,10-07-2024,Jane Austen,BID2665,Shelf-20,General,1
User0712,REG749653,MBA,Student,17:00,14:30,III,Pride and Prejudice,05-06-2024,,Jane Austen,BID8785,Shelf-10,Reference,3
User0713,REG617661,MECH,Student,15:26,13:00,VI,Moby-Dick,05-08-2024,09-08-2024,Herman Melville,BID7640,Shelf-2,Science,3
User0714,REG868319,MECH,Teacher,17:57,11:26,VIII,The Adventures of Tom Sawyer,15-07-2023,16-07-2023,Mark Twain,BID5275,Shelf-8,Reference,7
User0715,REG687322,MECH,Teacher,16:54,09:52,III,The Alchemist,05-12-2024,07-12-2024,Paulo Coelho,BID3309,Shelf-20,General,7
User0716,REG279773,MBA,Teacher,13:49,08:03,VII,Brave New World,12-05-2024,29-05-2024,Aldous Huxley,BID5547,Shelf-20,History,3
User0717,REG545553,ECE,Student,17:05,13:02,VI,War and Peace,10-09-2023,20-09-2023,Leo Tolstoy,BID8531,Shelf-4,General,9
User0718,REG266957,IT,Teacher,11:29,09:29,I,The Alchemist,03-09-2024,22-09-2024,Paulo Coelho,BID1203,Shelf-9,Reference,7
User0719,REG150061,CIVIL,Student,17:42,08:11,VII,Animal Farm,31-10-2023,19-11-2023,George Orwell,BID8962,Shelf-13,Education,4
User0720,REG877564,AI&DS,Student,08:56,11:36,I,To Kill a Mockingbird,07-06-2023,26-06-2023,Harper Lee,BID7629,Shelf-7,Technology,8
User0721,REG467040,MECH,Student,09:25,10:01,IV,The Catcher in the Rye,17-01-2024,29-01-2024,J.D. Salinger,BID3846,Shelf-16,History,3
User0722,REG860267,CSE,Student,11:55,16:49,III,The Alchemist,20-02-2023,03-03-2023,Paulo Coelho,BID4531,Shelf-14,History,6
User0723,REG245543,CSE,Teacher,13:40,09:35,I,The Catcher in the Rye,13-07-2023,23-07-2023,J.D. Salinger,BID7014,Shelf-11,Technology,2
User0724,REG528491,MECH,Teacher,14:29,09:02,II,Treasure Island,11-06-2024,25-06-2024,Robert Louis Stevenson,BID2398,Shelf-19,Technology,2
User0725,REG686823,CIVIL,Student,12:31,09:32,VIII,Brave New World,05-08-2023,09-08-2023,Aldous Huxley,BID1519,Shelf-6,General,2
User0726,REG217870,CIVIL,Teacher,12:59,17:46,V,Treasure Island,28-01-2024,15-02-2024,Robert Louis Stevenson,BID9237,Shelf-8,General,0
User0727,REG133319,ECE,Teacher,08:01,15:36,I,The Lord of the Rings,16-02-2023,22-02-2023,J.R.R. Tolkien,BID7338,Shelf-17,General,0
User0728,REG183452,MECH,Student,17:22,13:41,III,1984,10-02-2023,18-02-2023,George Orwell,BID5453,Shelf-8,Science,2
User0729,REG227256,ECE,Student,09:16,09:41,V,To Kill a Mockingbird,10-06-2024,28-06-2024,Harper Lee,BID3777,Shelf-11,Reference,8
User0730,REG663851,CIVIL,Student,08:24,17:06,IV,War and Peace,05-02-2024,23-02-2024,Leo Tolstoy,BID4362,Shelf-7,Science,2
